0,1,179661.6093339901
0,2,467638.00000000047
0,3,177838.16491534066
0,4,173492.74268025436
0,5,173149.19605377744
1,1,132316.4006676695
1,2,117838.62957724865
1,3,179555.18619621833
1,4,109074.10432682546
1,5,138539.0160139122
2,1,75591.44675881867
2,2,83173.82188360787
2,3,129006.17435426242
2,4,57356.68197022928
2,5,72607.16048283213
3,1,32833.79032495149
3,2,50266.94939458623
3,3,74901.4329328007
3,4,34940.118157974626
3,5,37451.25809647052
4,1,22226.93453285785
4,2,22288.610833141716
4,3,48435.809992324794
4,4,25706.847907801013
4,5,22012.04151677092
5,1,19391.334175681553
5,2,30072.23017907549
5,3,16081.905778891029
5,4,54685.906947806725
5,5,20100.120815522354
6,1,43588.58284912612
6,2,78107.85738893009
6,3,29922.568016795238
6,4,30926.826710656966
6,5,32999.796237884184
7,1,178114.86560107712
7,2,467739.00000000035
7,3,180756.2136188358
7,4,170703.3568765201
7,5,178334.31622804463
13,1,52831.55433586924
13,2,131071.14255948675
13,3,65142.89190181345
13,4,69829.29779841722
13,5,44500.283099390945
14,1,179817.1401098965
14,2,467840.00000000023
14,3,180003.01224538957
14,4,171565.40207450197
14,5,174338.67652479117
20,1,110647.2450419366
20,2,179915.26827683585
20,3,129115.60865997017
20,4,121229.95577496076
20,5,129639.60015997232
21,1,177162.9281130928
21,2,171853.18618369935
21,3,178851.73568342713
21,4,467941.0000000001
21,5,179423.36214061838
22,1,172364.4381034778
22,2,168031.10185483118
22,3,177984.63752496504
22,4,468042.0
22,5,180369.27547443408
23,1,173291.70461674748
23,2,171987.16409216335
23,3,178638.36214493754
23,4,468142.9999999999
23,5,180335.76827454893
24,1,171472.64921731295
24,2,162835.82208077656
24,3,177660.95339986877
24,4,468243.99999999977
24,5,182060.51233536302
25,1,173162.13338916845
25,2,172209.13149806313
25,3,177369.30443732179
25,4,468344.9999999999
25,5,178995.63361666334
26,1,169076.01663622892
26,2,178812.9971992301
26,3,180334.2453445389
26,4,468446.0
26,5,179986.62270104946
27,1,172294.65713165177
27,2,468547.0000000001
27,3,177732.95007597236
27,4,179671.9667057977
27,5,181644.14920837863
28,1,178450.66361344839
28,2,106033.15596751487
28,3,116864.94789270317
28,4,128203.64314693175
28,5,129484.74667442041
34,1,179513.10616868726
34,2,468648.00000000023
34,3,176571.1182486958
34,4,180114.92847643947
34,5,179962.76258835706
35,1,120734.83057393305
35,2,57785.54172551911
35,3,72540.03652576382
35,4,64856.631760520635
35,5,69409.78611142347
41,1,178162.67019786147
41,2,176445.62782792805
41,3,468749.0000000001
41,4,178635.61940671728
41,5,179105.59209099552
42,1,52270.239304236646
42,2,40535.84088301491
42,3,46811.87727281114
42,4,76820.1463747365
42,5,53580.04733419133
43,1,68856.94155941867
43,2,63037.80647819549
43,3,59210.221201408465
43,4,111499.09123069297
43,5,68756.37196646405
44,1,75927.83068918611
44,2,81580.75699935516
44,3,74865.76191212545
44,4,131085.88141594958
44,5,85191.61315852826
45,1,96298.0729600371
45,2,103440.53135209203
45,3,84559.03335693147
45,4,154437.1461726877
45,5,102893.91253127801
46,1,128024.78991716552
46,2,133741.83185829237
46,3,128794.94682743779
46,4,175466.3716544932
46,5,137904.01173348297
47,1,182907.87934233178
47,2,143223.99999695102
47,3,143830.61422767697
47,4,134371.316606093
47,5,136379.2070442878
48,1,182698.56327391355
48,2,123295.29876372246
48,3,132359.25003202984
48,4,119335.62036062554
48,5,130078.45521122571
8,1,129406.10814466327
8,2,117903.9443423251
8,3,177995.79299497354
8,4,114179.86993558647
8,5,130483.33884190046
9,1,75442.5377700639
9,2,140258.96834299003
9,3,84444.57970333079
9,4,83507.84850509594
9,5,79186.35697924842
10,1,47818.49294172459
10,2,122960.90201907033
10,3,72332.32482080041
10,4,64571.954941406686
10,5,65715.52756081472
11,1,31975.19926675805
11,2,110910.89494485345
11,3,56522.760521819146
11,4,67766.28674945886
11,5,63004.56490016863
12,1,37036.2987316693
12,2,121089.92088686177
12,3,61753.72815315656
12,4,58720.232014325804
12,5,69340.00053178573
18,1,96890.05778417016
18,2,179903.62900017874
18,3,117666.47285895624
18,4,116072.37748862541
18,5,127043.06998055989
31,1,125338.04720423926
31,2,110904.71703963702
31,3,127240.08108092926
31,4,168783.72472985316
31,5,119685.05405169968
32,1,145796.76773238985
32,2,133630.0149463116
32,3,137531.48588781085
32,4,178579.56840848635
32,5,144269.06991464164
36,1,70307.62655092758
36,2,99711.5738654164
36,3,61989.47734095833
36,4,66274.24961921907
36,5,61861.15048444955
38,1,101298.30801094077
38,2,131445.72494890864
38,3,72147.45856231629
38,4,70959.271264802
38,5,83585.88215368206
40,1,176049.2084159016
40,2,174981.9325624658
40,3,166496.22713504583
40,4,179098.4279746548
40,5,468850.0
15,1,135593.86606190374
15,2,180007.97782948354
15,3,138055.16229770987
15,4,141785.3946482514
15,5,140075.74899828417
16,1,111705.8587130391
16,2,179378.1299904095
16,3,118895.79395822354
16,4,127327.31126542934
16,5,125274.41538286107
17,1,101849.36244325156
17,2,179914.48020220414
17,3,123706.20269941622
17,4,117328.71161146274
17,5,117520.38420543009
19,1,103694.70536104386
19,2,176910.5207199751
19,3,131468.44323613236
19,4,119729.548233562
19,5,116759.5510449902
29,1,175740.40135008667
29,2,90962.84791596251
29,3,129639.82144210851
29,4,127964.56083936802
29,5,126558.95464649223
30,1,178320.02716608177
30,2,96132.67315968554
30,3,128942.97385757271
30,4,133729.6621506313
30,5,123633.95104463329
33,1,152891.98184403582
33,2,148708.63213926557
33,3,144341.36276097523
33,4,186259.68432880496
33,5,144820.03859462784
37,1,73890.65909881631
37,2,108845.6548124366
37,3,56082.53100832446
37,4,84068.53451411882
37,5,67416.4832197903
39,1,122374.17342125635
39,2,170716.5521030661
39,3,103631.10004373456
39,4,128381.28051506271
39,5,125987.86347137998
