0,1,328284.664826972
0,2,348061.0000000021
0,3,329900.3894527321
0,4,324193.46662388276
0,5,329576.8472912029
1,1,279588.54450222646
1,2,278264.3694206531
1,3,331091.06102584075
1,4,269038.34279890044
1,5,288377.5551746216
2,1,240418.02346523717
2,2,237204.73622189363
2,3,289298.94361295993
2,4,231719.5620122655
2,5,248029.48671734158
3,1,209117.4810494076
3,2,249454.63268815336
3,3,210229.91622558035
3,4,208304.2841358147
3,5,207391.96745369147
4,1,202009.38862164828
4,2,205976.26953149124
4,3,226877.03565879015
4,4,193104.1886976633
4,5,202062.7866087592
5,1,189077.20483300017
5,2,190024.18009760702
5,3,202347.71465229767
5,4,185893.82027675078
5,5,189812.75598330086
6,1,181468.01232611688
6,2,182740.0011113839
6,3,192539.65618823728
6,4,181082.08794026973
6,5,185093.66344342643
7,1,327730.5670577123
7,2,348162.00000000186
7,3,327309.914376381
7,4,320857.8360689775
7,5,328405.293407408
13,1,185247.02504161253
13,2,216389.44418455064
13,3,193196.11503205835
13,4,195772.36065861193
13,5,193033.88084767564
14,1,327698.9554211352
14,2,348263.00000000163
14,3,327724.2008335318
14,4,324515.4047925715
14,5,327616.2013526582
20,1,205469.31050703552
20,2,256648.07137406478
20,3,227837.76766209165
20,4,213853.74983744632
20,5,215803.1159628579
21,1,328665.6140095223
21,2,321322.6852718018
21,3,331814.6348285375
21,4,348364.0000000014
21,5,329773.7489477771
22,1,326037.15463596315
22,2,320682.67272175074
22,3,327106.8509222857
22,4,348465.00000000116
22,5,325665.2348570651
23,1,322778.9300334872
23,2,319879.19942745636
23,3,328481.9592384132
23,4,348566.00000000093
23,5,324946.7654445842
24,1,320519.9183228873
24,2,328261.9184146118
24,3,331384.22088099975
24,4,348667.0000000007
24,5,328696.48550466984
25,1,323793.983690766
25,2,348768.00000000047
25,3,328836.8339479525
25,4,322087.17715204484
25,5,330266.1798146608
26,1,275135.92521331523
26,2,287817.26311353256
26,3,332960.18635988433
26,4,281722.40085402265
26,5,286418.69354384637
27,1,237476.72162546238
27,2,244670.89695273945
27,3,295018.7902196316
27,4,253569.93772911638
27,5,251259.37970978493
28,1,328515.61474242934
28,2,257236.93600767228
28,3,278189.5128796596
28,4,287181.16734311613
28,5,279477.4949153078
34,1,270552.4714601034
34,2,226501.29705037794
34,3,226658.90013010055
34,4,222160.21920846
34,5,216252.37978444627
35,1,276270.6608683737
35,2,208928.51176096723
