0,1,155603.32170969914
0,2,173381.00000000105
0,3,154792.34898216306
0,4,147602.09592016143
0,5,155451.06906728694
1,1,103735.08851707453
1,2,109666.49522469702
1,3,154111.4733930288
1,4,95703.64047762267
1,5,109917.68377161512
2,1,70658.06885579848
2,2,64567.1713062558
2,3,121140.1444165868
2,4,49640.4934761325
2,5,68213.10350695529
3,1,35194.86404598814
3,2,70490.60422776821
3,3,39191.758806312275
3,4,28402.292660737192
3,5,34244.93436930881
4,1,17937.189527527546
4,2,26102.790901983557
4,3,44957.98270515092
4,4,14903.549343129862
4,5,24699.13002886205
5,1,8792.847998081565
5,2,26361.03013643599
5,3,15074.810004523786
5,4,9167.481092755577
5,5,12709.800972558114
6,1,6484.514924831867
6,2,15325.271668120171
6,3,8617.105855686295
6,4,5221.053720813317
6,5,5915.771614787389
7,1,156506.20060327312
7,2,173482.00000000093
7,3,155904.3481497188
7,4,149506.51392540958
7,5,156729.44595882713
13,1,8870.654746863396
13,2,41132.37462792996
13,3,21439.48509642425
13,4,20537.581458823803
13,5,19985.390053630596
14,1,155988.1634527351
14,2,173583.00000000081
14,3,155779.2237420088
14,4,149634.40239982857
14,5,155391.3459805578
20,1,26896.014421596446
20,2,49964.35995262601
20,3,72094.34842270325
20,4,40284.60028941364
20,5,43850.396596646104
21,1,155254.32538911764
21,2,144727.04001097416
21,3,154402.91031197022
21,4,173684.0000000007
21,5,155650.99184927603
22,1,150643.25739174464
22,2,151315.23579783284
22,3,156247.87144272114
22,4,173785.00000000058
22,5,156652.7152725158
23,1,147114.1325308412
23,2,150041.35227611964
23,3,157623.0461492342
23,4,173886.00000000047
23,5,156733.35338706165
24,1,148908.09505816363
24,2,153641.48340984737
24,3,154465.50158330696
24,4,173987.00000000035
24,5,155576.97104290072
25,1,151136.6969436575
25,2,174088.00000000023
25,3,156562.43168162816
25,4,154929.00853727403
25,5,159249.74578171084
26,1,109032.75765274338
26,2,108172.69921333765
26,3,160465.46181517377
26,4,105535.20640140462
26,5,106760.88535298777
27,1,57795.86162710377
27,2,67872.57439433908
27,3,120784.77452561226
27,4,81801.1404449029
27,5,72189.9028208389
28,1,151398.33450859578
28,2,87562.11622588057
28,3,105421.12584767955
28,4,106309.52831130728
28,5,110798.59357250284
34,1,94834.83094518707
34,2,45537.782999567535
34,3,51091.07687182969
34,4,55538.40398873926
34,5,53682.70254280475
35,1,102934.23092423157
35,2,40902.31358959295
35,3,52236.61798497247
35,4,56056.766819005556
35,5,51229.96291929844
41,1,44109.68902075186
41,2,96085.42317136185
41,3,54052.28152152641
41,4,43263.60352102565
41,5,53353.31641049062
42,1,35637.45713941655
42,2,31441.393324199213
42,3,32197.620482587914
42,4,59680.38563878913
42,5,34199.18026233712
43,1,51995.436566797274
43,2,52153.90150310723
43,3,44646.368542406584
43,4,101106.76852322064
43,5,53690.349462944956
44,1,73066.99850939102
44,2,73149.03324176055
44,3,65235.724629619835
44,4,128528.05550801297
44,5,68172.94313351004
45,1,104876.35679379976
45,2,103368.098575103
45,3,98636.37565002147
45,4,149744.48860263216
45,5,112897.93078687813
46,1,161182.66890509854
46,2,125055.44150198615
46,3,127593.01702549335
46,4,114426.18549711036
46,5,120599.8381017288
47,1,111181.418918107
47,2,114152.0680122435
47,3,151241.63610200558
47,4,96997.36637944837
47,5,104677.83888561769
48,1,62662.33674394448
48,2,70266.6572332405
48,3,117665.90603861687
48,4,81263.21999032461
48,5,64492.73284044588
8,1,104099.52757928727
8,2,105075.54864448131
8,3,156432.14005402164
8,4,92360.43096430297
8,5,99080.16863411317
10,1,43233.30994555266
10,2,109085.42149003704
10,3,48357.50004838667
10,4,50696.956514293684
10,5,51850.98046789589
12,1,19413.670492416713
12,2,70349.14137843759
12,3,34160.339610449024
12,4,26175.5870356165
12,5,30968.64272155206
16,1,90265.7055137121
16,2,154710.26879233413
16,3,101659.665234289
16,4,106970.85549613008
16,5,105523.67157325306
17,1,90063.17006840308
17,2,155713.13166534144
17,3,94552.05130305453
17,4,98005.4751842523
17,5,107243.37148677668
19,1,53498.29361346224
19,2,125515.67471577914
19,3,82878.32246660558
19,4,55164.31545276589
19,5,75900.11124424014
29,1,158173.38563349194
29,2,75184.16478356207
29,3,111836.74517243856
29,4,110359.96734916043
29,5,91946.54149761288
30,1,158051.09479592348
30,2,90307.83458780489
30,3,102028.43351254902
30,4,101735.56675512882
30,5,104043.89752131842
32,1,157222.31371459507
32,2,174189.00000000012
32,3,152209.17429167178
32,4,146406.39229794184
32,5,158336.88331216067
37,1,75858.9968799448
37,2,109033.46227146074
37,3,53241.17132801532
37,4,70661.29289306153
37,5,49403.80783843269
39,1,154029.82601289707
39,2,152814.14241021345
39,3,140954.8913403386
39,4,142180.6021578776
39,5,174290.0
9,1,107544.4366683333
9,2,69801.6953022083
9,3,63577.371616912016
9,4,63544.39384916367
9,5,59302.860456146824
11,1,31928.110272979426
11,2,100377.9472112009
11,3,52463.41382898254
11,4,42474.10342542728
11,5,57130.51551416644
15,1,111958.38321606607
15,2,159293.88910158857
15,3,118190.04960237037
15,4,113553.03872360897
15,5,113890.83096122222
18,1,85813.1000303743
18,2,156871.1999569562
18,3,102214.23561852056
18,4,97668.42004258894
18,5,105856.52588066994
31,1,161334.56069007062
31,2,117681.53580957008
31,3,113525.15438482341
31,4,107703.06042893004
31,5,122953.83766552735
33,1,151757.5934969893
33,2,100355.69280834516
33,3,111772.29675845981
33,4,81973.59820078476
33,5,107118.5633051345
36,1,58167.86870002772
36,2,85115.97397383995
36,3,54074.663116605894
36,4,54983.287493731346
36,5,50934.67211622071
38,1,107206.69863879755
38,2,144995.64793354008
38,3,89657.31869394289
38,4,110196.2271710762
38,5,106375.08890132804
40,1,100430.47993237175
40,2,146020.91188155604
40,3,105641.53200238888
